Mod:Item:MetaData, Localized Name
matteroverdrive:sniper_scope, Sniper Scope
matteroverdrive:weapon_module_ricochet:0, Shot Rebound Module
matteroverdrive:weapon_module_holo_sights:0, item.matteroverdrive.weapon_module_holo_sights.name
matteroverdrive:tritanium_wrench, Tritanium Wrench
matteroverdrive:tritanium_axe, Tritanium Axe
matteroverdrive:tritanium_pickaxe, Tritanium Pickaxe
matteroverdrive:tritanium_sword, Tritanium Sword
matteroverdrive:tritanium_hoe, Tritanium Hoe
matteroverdrive:tritanium_shovel, Tritanium Shovel
matteroverdrive:tritanium_helmet, Tritanium Helmet
matteroverdrive:tritanium_chestplate, Tritanium Chestplate
matteroverdrive:tritanium_leggings, Tritanium Leggings
matteroverdrive:tritanium_boots, Tritanium Boots
matteroverdrive:rogue_android_part:0, Android Head
matteroverdrive:rogue_android_part:1, Android Arm
matteroverdrive:rogue_android_part:2, Android Leg
matteroverdrive:rogue_android_part:3, Android Torso
matteroverdrive:rogue_android_part:0, Android Head
matteroverdrive:rogue_android_part:1, Android Arm
matteroverdrive:rogue_android_part:2, Android Leg
matteroverdrive:rogue_android_part:3, Android Torso
matteroverdrive:tritanium_spine, Tritanium Spine
matteroverdrive:matter_scanner, Matter Scanner
matteroverdrive:pattern_drive, Pattern Drive
matteroverdrive:network_flash_drive, Network Flash Drive
matteroverdrive:upgrade:0, Upgrade Shell
matteroverdrive:upgrade:1, Speed Upgrade
matteroverdrive:upgrade:2, Power Upgrade
matteroverdrive:upgrade:3, Fail-Safe Upgrade
matteroverdrive:upgrade:4, Range Upgrade
matteroverdrive:upgrade:5, Power Storage Upgrade
matteroverdrive:upgrade:6, Hyper Speed Upgrade
matteroverdrive:upgrade:7, Matter Storage Upgrade
matteroverdrive:transport_flash_drive, Transport Flash Drive
matteroverdrive:energy_pack, Energy Pack
matteroverdrive:data_pad, Data Pad
matteroverdrive:contract, Contract
matteroverdrive:portable_decomposer, Portable Decomposer
matteroverdrive:security_protocol, item.matteroverdrive.security_protocol.name
matteroverdrive:spacetime_equalizer, Space-Time Equalizer
matteroverdrive:record_transformation, Music Disc
matteroverdrive:artifact, Unknown Artifact
matteroverdrive:trilithium_crystal, Pure Trilithium Crystal
matteroverdrive:quantum_fold_manipulator, Quantum Fold Manipulator
matteroverdrive:dilithium_ore, Dilithium Ore
matteroverdrive:tritanium_ore, Tritanium Ore
matteroverdrive:tritanium_block, Tritanium Block
matteroverdrive:machine_hull, Machine Hull
matteroverdrive:decomposer, Matter Decomposer
matteroverdrive:matter_recycler, Matter Recycler
matteroverdrive:replicator, Matter Replicator
matteroverdrive:matter_pipe, Matter Transport Pipe
matteroverdrive:heavy_matter_pipe, Heavy Duty Matter Transport Pipe
matteroverdrive:network_pipe, Matter Network Cable
matteroverdrive:network_router, Matter Network Router
matteroverdrive:matter_analyzer, Matter Analyzer
matteroverdrive:pattern_monitor, Pattern Monitor
matteroverdrive:pattern_storage, Pattern Storage
matteroverdrive:network_switch, Matter Network Switch
matteroverdrive:solar_panel, Solar Panel
matteroverdrive:gravitational_anomaly, Gravitational Anomaly
matteroverdrive:gravitational_stabilizer, Gravitational Stabilizer
matteroverdrive:fusion_reactor_controller, Fusion Reactor Controller
matteroverdrive:fusion_reactor_coil, Fusion Reactor Coil
matteroverdrive:fusion_reactor_io, Fusion Reactor IO
matteroverdrive:matter_plasma, tile.null.name
matteroverdrive:molten_tritanium, tile.null.name
matteroverdrive:tritanium_crate, Tritanium Crate
matteroverdrive:tritanium_crate_white, White Tritanium Crate
matteroverdrive:tritanium_crate_orange, Orange Tritanium Crate
matteroverdrive:tritanium_crate_magenta, Magenta Tritanium Crate
matteroverdrive:tritanium_crate_light_blue, Light Blue Tritanium Crate
matteroverdrive:tritanium_crate_yellow, Yellow Tritanium Crate
matteroverdrive:tritanium_crate_lime, Lime Tritanium Crate
matteroverdrive:tritanium_crate_pink, Pink Tritanium Crate
matteroverdrive:tritanium_crate_gray, Gray Tritanium Crate
matteroverdrive:tritanium_crate_silver, Light Gray Tritanium Crate
matteroverdrive:tritanium_crate_cyan, Cyan Tritanium Crate
matteroverdrive:tritanium_crate_purple, Purple Tritanium Crate
matteroverdrive:tritanium_crate_blue, Blue Tritanium Crate
matteroverdrive:tritanium_crate_brown, Brown Tritanium Crate
matteroverdrive:tritanium_crate_green, Green Tritanium Crate
matteroverdrive:tritanium_crate_red, Red Tritanium Crate
matteroverdrive:tritanium_crate_black, Black Tritanium Crate
matteroverdrive:inscriber, Molecular Inscriber
matteroverdrive:contract_market, Contract Market
matteroverdrive:android_spawner, Rogue Android Spawner
matteroverdrive:spacetime_accelerator, Space-Time Accelerator
matteroverdrive:pylon, Dimensional Pylon
matteroverdrive:transporter, Transporter
matteroverdrive:star_map, Star Map
matteroverdrive:holo_sign, Holographic Sign
matteroverdrive:weapon_station, Weapon Station
matteroverdrive:android_station, Android Station
matteroverdrive:charging_station, Charging Station
matteroverdrive:decorative.stripes, Yellow Stripes
matteroverdrive:decorative.coils, Coils
matteroverdrive:decorative.clean, Tritanium Smooth Plate
matteroverdrive:decorative.vent.dark, Dark Vent
matteroverdrive:decorative.vent.bright, Vent
matteroverdrive:decorative.holo_matrix, Holographic Matrix
matteroverdrive:decorative.tritanium_plate, Tritanium Plate
matteroverdrive:decorative.tritanium_plate_stripe, Tritanium Plate Guided
matteroverdrive:decorative.carbon_fiber_plate, Carbon Fiber Plate
matteroverdrive:decorative.matter_tube, Matter Tube
matteroverdrive:decorative.beams, Tritanium Grate
matteroverdrive:decorative.floor_tiles, Floor Tiles
matteroverdrive:decorative.floor_tile_white, White Floor Tiles
matteroverdrive:decorative.floor_tiles_green, Green Floor Tiles
matteroverdrive:decorative.floor_noise, Linoleum Floor
matteroverdrive:decorative.white_plate, Soft Wall Plates
matteroverdrive:decorative.separator, Tritanium Rail
matteroverdrive:decorative.tritanium_lamp, Tritanium Lamp
matteroverdrive:decorative.tritanium_plate_colored, Colored Tritanium Plate
matteroverdrive:decorative.engine_exhaust_plasma, Engine Exhaust Plasma
matteroverdrive:microwave, Microwave
matteroverdrive:industrial_glass, Industrial Glass
matteroverdrive:bounding_box, Bounding Block
midnight:shadowroot_door, Shadowroot Door
midnight:dark_willow_door, Dark Willow Door
midnight:dead_wood_door, Dead Wood Door
midnight:nightshroom_door, Nightshroom Door
midnight:dewshroom_door, Dewshroom Door
midnight:viridshroom_door, Viridshroom Door
midnight:tenebrum_door, Tenebrum Door
midnight:geode, Geode
midnight:bogshroom_powder, Bogshroom Powder
midnight:nightshroom_powder, Nightshroom Powder
midnight:dewshroom_powder, Dewshroom Powder
midnight:viridshroom_powder, Viridshroom Powder
midnight:dark_pearl, Dark Pearl
midnight:dark_stick, Dark Stick
midnight:rockshroom_clump, Rockshroom Clump
midnight:tenebrum_ingot, Tenebrum Ingot
midnight:tenebrum_nugget, Tenebrum Nugget
midnight:nagrilite_ingot, Nagrilite Ingot
midnight:nagrilite_nugget, Nagrilite Nugget
midnight:ebonys, Ebonite
midnight:archaic_shard, Archaic Shard
midnight:bladeshroom_cap, Bladeshroom Cap
midnight:bladeshroom_spores, Bladeshroom Spores
midnight:raw_suavis, Raw Suavis Slice
midnight:cook_suavis, Cooked Suavis Slice
midnight:deceitful_snapper, Deceitful Snapper
midnight:raw_stag_flank, Raw Stag Flank
midnight:cook_stag_flank, Cooked Stag Flank
midnight:cook_stinger_egg, Cooked Stinger Egg
midnight:hunter_wing, Hunter Wing
midnight:cook_hunter_wing, Cooked Hunter Wing
midnight:bulb_fungus_hand, Glob Fungus Hand
midnight:unstable_seeds, Unstable Seeds
midnight:unstable_fruit_blue, Blue Unstable Fruit 
midnight:unstable_fruit_lime, Lime Unstable Fruit
midnight:unstable_fruit_green, Green Unstable Fruit
midnight:spore_bomb:0, Nightshroom Spore Bomb
midnight:spore_bomb:1, Dewshroom Spore Bomb
midnight:spore_bomb:2, Viridshroom Spore Bomb
midnight:spore_bomb:3, Bogshroom Spore Bomb
midnight:shadowroot_pickaxe, Shadowroot Pickaxe
midnight:shadowroot_axe, Shadowroot Axe
midnight:shadowroot_shovel, Shadowroot Shovel
midnight:shadowroot_hoe, Shadowroot Hoe
midnight:nightstone_pickaxe, Nightstone Pickaxe
midnight:nightstone_axe, Nightstone Axe
midnight:nightstone_shovel, Nightstone Shovel
midnight:nightstone_hoe, Nightstone Hoe
midnight:ebonys_pickaxe, Ebonite Pickaxe
midnight:ebonys_axe, Ebonite Axe
midnight:ebonys_shovel, Ebonite Shovel
midnight:ebonys_hoe, Ebonite Hoe
midnight:nagrilite_pickaxe, Nagrilite Pickaxe
midnight:nagrilite_axe, Nagrilite Axe
midnight:nagrilite_shovel, Nagrilite Shovel
midnight:nagrilite_hoe, Nagrilite Hoe
midnight:tenebrum_pickaxe, Tenebrum Pickaxe
midnight:tenebrum_axe, Tenebrum Axe
midnight:tenebrum_shovel, Tenebrum Shovel
midnight:tenebrum_hoe, Tenebrum Hoe
midnight:shadowroot_sword, Shadowroot Sword
midnight:nightstone_sword, Nightstone Sword
midnight:ebonys_sword, Ebonite Sword
midnight:nagrilite_sword, Nagrilite Sword
midnight:tenebrum_sword, Tenebrum Sword
midnight:rockshroom_helmet, Rockshroom Helmet
midnight:rockshroom_chestplate, Rockshroom Chestplate
midnight:rockshroom_leggings, Rockshroom Leggings
midnight:rockshroom_boots, Rockshroom Boots
midnight:tenebrum_helmet, Tenebrum Helmet
midnight:tenebrum_chestplate, Tenebrum Chestplate
midnight:tenebrum_leggings, Tenebrum Leggings
midnight:tenebrum_boots, Tenebrum Boots
midnight:rockshroom_shield, Rockshroom Shield
midnight:advancement_snapper, item.midnight.advancement_snapper.name
midnight:advancement_highness, item.midnight.advancement_highness.name
midnight:shadowroot_log, Shadowroot Log
midnight:shadowroot_leaves, Shadowroot Leaves
midnight:shadowroot_planks, Shadowroot Planks
midnight:dead_wood_log, Dead Wood Log
midnight:dead_wood_planks, Dead Wood Planks
midnight:dark_willow_log, Dark Willow Log
midnight:dark_willow_leaves, Dark Willow Leaves
midnight:dark_willow_planks, Dark Willow Planks
midnight:nightstone, Nightstone
midnight:nightstone_bricks, Nightstone Bricks
midnight:chiseled_nightstone_bricks, Chiseled Nightstone Bricks
midnight:trenchstone, Trenchstone
midnight:trenchstone_bricks, Trenchstone Bricks
midnight:dark_pearl_ore, Dark Pearl Ore
midnight:dark_pearl_block, Dark Pearl Block
midnight:tenebrum_ore, Tenebrum Ore
midnight:tenebrum_block, Tenebrum Block
midnight:nagrilite_ore, Nagrilite Ore
midnight:nagrilite_block, Nagrilite Block
midnight:ebonys_ore, Ebonite Ore
midnight:ebonys_block, Ebonite Block
midnight:archaic_ore, Archaic Ore
midnight:shadowroot_crafting_table, Shadowroot Crafting Table
midnight:shadowroot_chest, Shadowroot Chest
midnight:midnight_furnace, Midnight Furnace
midnight:midnight_coarse_dirt, Midnight Coarse Dirt
midnight:midnight_dirt, Midnight Dirt
midnight:midnight_grass, Midnight Grass
midnight:midnight_mycelium, Midnight Mycelium
midnight:tall_midnight_grass, Tall Midnight Grass
midnight:double_midnight_grass, Double Tall Midnight Grass
midnight:nightshroom, Nightshroom
midnight:double_nightshroom, Tall Nightshroom
midnight:nightshroom_shelf, Nightshroom Shelf
midnight:dewshroom, Dewshroom
midnight:double_dewshroom, Tall Dewshroom
midnight:dewshroom_shelf, Dewshroom Shelf
midnight:viridshroom, Viridshroom
midnight:double_viridshroom, Tall Viridshroom
midnight:viridshroom_shelf, Viridshroom Shelf
midnight:bogshroom, Bogshroom
midnight:double_bogshroom, Tall Bogshroom
midnight:bogshroom_shelf, Bogshroom Shelf
midnight:bogshroom_hat, Bogshroom Cap
midnight:bogshroom_stem, Bogshroom Stem
midnight:nightshroom_stem, Nightshroom Stem
midnight:nightshroom_hat, Nightshroom Cap
midnight:dewshroom_stem, Dewshroom Stem
midnight:dewshroom_hat, Dewshroom Cap
midnight:viridshroom_stem, Viridshroom Stem
midnight:viridshroom_hat, Viridshroom Cap
midnight:bulb_fungus, Glob Fungus
midnight:bulb_fungus_stem, Glob Fungus Stem
midnight:bulb_fungus_hat, Glob Fungus Cap
midnight:nightshroom_planks, Nightshroom Planks
midnight:dewshroom_planks, Dewshroom Planks
midnight:viridshroom_planks, Viridshroom Planks
midnight:rockshroom, Rockshroom
midnight:rockshroom_bricks, Rockshroom Bricks
midnight:lumen_bud, Lumen Bud
midnight:double_lumen_bud, Tall Lumen Bud
midnight:bogweed, Bogweed
midnight:ghost_plant, Ghost Plant
midnight:fingered_grass, Fingered Grass
midnight:tendrilweed, Tendrilweed
midnight:runebush, Runebush
midnight:dragon_nest, Dragon's Nest
midnight:violeaf, Violeaf
midnight:crystal_flower, Crystal Flower
midnight:shadowroot_sapling, Shadowroot Sapling
midnight:dark_willow_sapling, Dark Willow Sapling
midnight:shadowroot_trapdoor, Shadowroot Trapdoor
midnight:dark_willow_trapdoor, Dark Willow Trapdoor
midnight:dead_wood_trapdoor, Dead Wood Trapdoor
midnight:tenebrum_trapdoor, Tenebrum Trapdoor
midnight:nightshroom_trapdoor, Nightshroom Trapdoor
midnight:dewshroom_trapdoor, Dewshroom Trapdoor
midnight:viridshroom_trapdoor, Viridshroom Trapdoor
midnight:bloomcrystal, Bloomcrystal
midnight:bloomcrystal_rock, Bloomcrystal Rock
midnight:rouxe, Rouxe Crystal
midnight:rouxe_rock, Rouxe Rock
midnight:archaic_glass, Archaic Glass
midnight:archaic_glass_pane, Archaic Glass Pane
midnight:miasma_surface, Miasma Surface
midnight:miasma, Miasma
midnight:dark_water, tile.midnight.dark_water.name
midnight:deceitful_peat, Deceitful Peat
midnight:deceitful_mud, Deceitful Mud
midnight:deceitful_moss, Deceitful Moss
midnight:shadowroot_stairs, Shadowroot Stairs
midnight:dead_wood_stairs, Dead Wood Stairs
midnight:dark_willow_stairs, Dark Willow Stairs
midnight:nightstone_stairs, Nightstone Stairs
midnight:nightstone_brick_stairs, Nightstone Brick Stairs
midnight:trenchstone_stairs, Trenchstone Stairs
midnight:trenchstone_brick_stairs, Trenchstone Brick Stairs
midnight:dewshroom_stairs, Dewshroom Stairs
midnight:viridshroom_stairs, Viridshroom Stairs
midnight:nightshroom_stairs, Nightshroom Stairs
midnight:rockshroom_bricks_stairs, Rockshroom Brick Stairs
midnight:nightstone_wall, Nightstone Wall
midnight:nightstone_brick_wall, Nightstone Brick Wall
midnight:trenchstone_wall, Trenchstone Wall
midnight:trenchstone_brick_wall, Trenchstone Brick Wall
midnight:rockshroom_bricks_wall, Rockshroom Brick Wall
midnight:shadowroot_fence, Shadowroot Fence
midnight:dead_wood_fence, Dead Wood Fence
midnight:dark_willow_fence, Dark Willow Fence
midnight:dewshroom_fence, Dewshroom Fence
midnight:viridshroom_fence, Viridshroom Fence
midnight:nightshroom_fence, Nightshroom Fence
midnight:shadowroot_fence_gate, Shadowroot Fence Gate
midnight:dead_wood_fence_gate, Dead Wood Fence Gate
midnight:dark_willow_fence_gate, Dark Willow Fence Gate
midnight:dewshroom_fence_gate, Dewshroom Fence Gate
midnight:viridshroom_fence_gate, Viridshroom Fence Gate
midnight:nightshroom_fence_gate, Nightshroom Fence Gate
midnight:suavis, Suavis
midnight:shadowroot_ladder, Shadowroot Ladder
midnight:dead_wood_ladder, Dead Wood Ladder
midnight:dark_willow_ladder, Dark Willow Ladder
midnight:dewshroom_ladder, Dewshroom Ladder
midnight:viridshroom_ladder, Viridshroom Ladder
midnight:nightshroom_ladder, Nightshroom Ladder
midnight:bogshroom_sporch, Bogshroom Sporch
midnight:nightshroom_sporch, Nightshroom Sporch
midnight:dewshroom_sporch, Dewshroom Sporch
midnight:viridshroom_sporch, Viridshroom Sporch
midnight:stinger_egg, Stinger Egg
midnight:crystalotus, Crystalotus
midnight:shadowroot_button, Shadowroot Button
midnight:dead_wood_button, Dead Wood Button
midnight:dark_willow_button, Dark Willow Button
midnight:dewshroom_button, Dewshroom Button
midnight:viridshroom_button, Viridshroom Button
midnight:nightshroom_button, Nightshroom Button
midnight:nightstone_button, Nightstone Button
midnight:trenchstone_button, Trenchstone Button
midnight:rockshroom_bricks_button, Rockshroom Bricks Button
midnight:shadowroot_pressure_plate, Shadowroot Pressure Plate
midnight:dead_wood_pressure_plate, Dead Wood Pressure Plate
midnight:dark_willow_pressure_plate, Dark Willow Pressure Plate
midnight:dewshroom_pressure_plate, Dewshroom Pressure Plate
midnight:viridshroom_pressure_plate, Viridshroom Pressure Plate
midnight:nightshroom_pressure_plate, Nightshroom Pressure Plate
midnight:nightstone_pressure_plate, Nightstone Pressure Plate
midnight:trenchstone_pressure_plate, Trenchstone Pressure Plate
midnight:rockshroom_bricks_pressure_plate, Rockshroom Bricks Pressure Plate
midnight:nagrilite_pressure_plate, Nagrilite Pressure Plate
midnight:tenebrum_pressure_plate, Tenebrum Pressure Plate
midnight:midnight_lever, Midnight Lever
midnight:deceitful_algae, Deceitful Algae
midnight:shadowroot_slab, Shadowroot Slab
midnight:dead_wood_slab, Dead Wood Slab
midnight:dark_willow_slab, Dark Willow Slab
midnight:nightstone_slab, Nightstone Slab
midnight:nightstone_brick_slab, Nightstone Brick Slab
midnight:trenchstone_slab, Trenchstone Slab
midnight:trenchstone_brick_slab, Trenchstone Brick Slab
midnight:dewshroom_slab, Dewshroom Slab
midnight:viridshroom_slab, Viridshroom Slab
midnight:nightshroom_slab, Nightshroom Slab
midnight:rockshroom_bricks_slab, Rockshroom Brick Slab
dynamicswordskills:skillorb:0, Skill Orb of Basic Technique
dynamicswordskills:skillorb:1, Skill Orb of Armor Break
dynamicswordskills:skillorb:2, Skill Orb of Dodge
dynamicswordskills:skillorb:3, Skill Orb of Leaping Blow
dynamicswordskills:skillorb:4, Skill Orb of Parry
dynamicswordskills:skillorb:5, Skill Orb of Dash
dynamicswordskills:skillorb:6, Skill Orb of Spin Attack
dynamicswordskills:skillorb:7, Skill Orb of Super Spin Attack
dynamicswordskills:skillorb:8, Skill Orb of Mortal Draw
dynamicswordskills:skillorb:9, Skill Orb of Sword Break
dynamicswordskills:skillorb:10, Skill Orb of Rising Cut
dynamicswordskills:skillorb:11, Skill Orb of Ending Blow
dynamicswordskills:skillorb:12, Skill Orb of Back Slice
dynamicswordskills:skillorb:13, Skill Orb of Sword Beam
dynamicswordskills:skillitem_swordbasic, item.dss.skillitem0.name
dynamicswordskills:skillitem_armorbreak, item.dss.skillitem1.name
dynamicswordskills:skillitem_dodge, item.dss.skillitem2.name
dynamicswordskills:skillitem_leapingblow, item.dss.skillitem3.name
dynamicswordskills:skillitem_parry, item.dss.skillitem4.name
dynamicswordskills:skillitem_dash, item.dss.skillitem5.name
dynamicswordskills:skillitem_spinattack, item.dss.skillitem6.name
dynamicswordskills:skillitem_superspinattack, item.dss.skillitem7.name
dynamicswordskills:skillitem_mortaldraw, item.dss.skillitem8.name
dynamicswordskills:skillitem_swordbreak, item.dss.skillitem9.name
dynamicswordskills:skillitem_risingcut, item.dss.skillitem10.name
dynamicswordskills:skillitem_endingblow, item.dss.skillitem11.name
dynamicswordskills:skillitem_backslice, item.dss.skillitem12.name
dynamicswordskills:skillitem_swordbeam, item.dss.skillitem13.name
dynamicswordskills:skillsword_wood, item.dss.skillWOOD.name
dynamicswordskills:skillsword_stone, item.dss.skillSTONE.name
dynamicswordskills:skillsword_iron, item.dss.skillIRON.name
dynamicswordskills:skillsword_gold, item.dss.skillGOLD.name
dynamicswordskills:skillsword_diamond, item.dss.skillDIAMOND.name
avatarmod:scroll:0, §d§lScroll
avatarmod:scroll:1, §2§lEarthbending §d§lScroll
avatarmod:scroll:2, §c§lFirebending §d§lScroll
avatarmod:scroll:3, §9§lWaterbending §d§lScroll
avatarmod:scroll:4, §f§lAirbending §d§lScroll
avatarmod:scroll:5, §b§lLightningbending §d§lScroll
avatarmod:scroll:6, §3§lIcebending §d§lScroll
avatarmod:scroll:7, §6§lSandbending §d§lScroll
avatarmod:scroll:8, §8§lCombustionbending §d§lScroll
avatarmod:water_pouch, Water Skin
avatarmod:bison_whistle, Bison Whistle
avatarmod:bison_armor:0, Woven Bison Armor
avatarmod:bison_armor:1, Chainmail Bison Armor
avatarmod:bison_armor:2, Wrought Bison Armor
avatarmod:bison_armor:3, Legendary Bison Armor
avatarmod:bison_saddle:0, Basic Bison Saddle
avatarmod:bison_saddle:1, Sturdy Bison Saddle
avatarmod:bison_saddle:2, Studded Bison Saddle
avatarmod:bison_saddle:3, Majestic Bison Saddle
avatarmod:ostrich_equip:0, Woven Ostrich Armor
avatarmod:ostrich_equip:1, Chainmail Ostrich Armor
avatarmod:ostrich_equip:2, Golden Ostrich Armor
avatarmod:airbender_staff, Airbending Staff
chiselsandbits:chisel_stone, Stone Chisel
chiselsandbits:chisel_iron, Iron Chisel
chiselsandbits:chisel_gold, Golden Chisel
chiselsandbits:chisel_diamond, Diamond Chisel
chiselsandbits:positiveprint, Positive Chisel Design
chiselsandbits:negativeprint, Negative Chisel Design
chiselsandbits:mirrorprint, Mirror Chisel Design
chiselsandbits:bit_bag, Chiseled Bit Bag
chiselsandbits:wrench_wood, Wooden Wrench
chiselsandbits:bitsaw_diamond, Diamond Bit Saw
chiselsandbits:block_bit:0, Chiseled Bit - Stone
chiselsandbits:block_bit:0, Chiseled Bit - Granite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Granite
chiselsandbits:block_bit:0, Chiseled Bit - Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Diorite
chiselsandbits:block_bit:0, Chiseled Bit - Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Polished Andesite
chiselsandbits:block_bit:0, Chiseled Bit - Grass Block
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Coarse Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Dirt
chiselsandbits:block_bit:0, Chiseled Bit - Cobblestone
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Acacia Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Dark Oak Wood Planks
chiselsandbits:block_bit:0, Chiseled Bit - Sand
chiselsandbits:block_bit:0, Chiseled Bit - Red Sand
chiselsandbits:block_bit:0, Chiseled Bit - Gravel
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oak Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Birch Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Wood Up/Down
chiselsandbits:block_bit:0, Chiseled Bit - Oak Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Spruce Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Birch Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Jungle Leaves
chiselsandbits:block_bit:0, Chiseled Bit - Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Wet Sponge
chiselsandbits:block_bit:0, Chiseled Bit - Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Lazuli Block
chiselsandbits:block_bit:0, Chiseled Bit - Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - Smooth Sandstone
chiselsandbits:block_bit:0, Chiseled Bit - White Wool
chiselsandbits:block_bit:0, Chiseled Bit - Orange Wool
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Wool
chiselsandbits:block_bit:0, Chiseled Bit - Lime Wool
chiselsandbits:block_bit:0, Chiseled Bit - Pink Wool
chiselsandbits:block_bit:0, Chiseled Bit - Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Wool
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Wool
chiselsandbits:block_bit:0, Chiseled Bit - Purple Wool
chiselsandbits:block_bit:0, Chiseled Bit - Blue Wool
chiselsandbits:block_bit:0, Chiseled Bit - Brown Wool
chiselsandbits:block_bit:0, Chiseled Bit - Green Wool
chiselsandbits:block_bit:0, Chiseled Bit - Red Wool
chiselsandbits:block_bit:0, Chiseled Bit - Black Wool
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gold
chiselsandbits:block_bit:0, Chiseled Bit - Block of Iron
chiselsandbits:block_bit:0, Chiseled Bit - Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Bookshelf
chiselsandbits:block_bit:0, Chiseled Bit - Moss Stone
chiselsandbits:block_bit:0, Chiseled Bit - Obsidian
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Block of Diamond
chiselsandbits:block_bit:0, Chiseled Bit - Crafting Table
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ice
chiselsandbits:block_bit:0, Chiseled Bit - Snow
chiselsandbits:block_bit:0, Chiseled Bit - Clay
chiselsandbits:block_bit:0, Chiseled Bit - Netherrack
chiselsandbits:block_bit:0, Chiseled Bit - Glowstone
chiselsandbits:block_bit:0, Chiseled Bit - White Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Orange Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Magenta Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Lime Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Pink Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Light Gray Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Cyan Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Purple Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Blue Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Brown Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Green Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Red Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Black Stained Glass
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Monster Egg
chiselsandbits:block_bit:0, Chiseled Bit - Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Mossy Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Cracked Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Chiseled Stone Bricks
chiselsandbits:block_bit:0, Chiseled Bit - Melon
chiselsandbits:block_bit:0, Chiseled Bit - Mycelium
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brick
chiselsandbits:block_bit:0, Chiseled Bit - End Stone
chiselsandbits:block_bit:0, Chiseled Bit - Redstone Lamp
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
